7	17	21	19	6	3600	4	1
7	17	22	14	0	0	1	1
7	18	21	6	6	3600	4	1
7	18	22	27	0	0	1	1
7	19	20	55	6	3600	4	1
7	19	21	39	9	3600	4	1
7	19	21	54	6	3600	4	1
7	19	22	28	0	0	1	1
7	20	20	47	6	3600	4	1
7	20	21	15	9	3600	4	1
7	20	22	19	6	3600	4	1
7	20	22	47	0	0	1	1
7	21	20	39	6	3600	4	1
7	21	21	2	9	3600	4	1
7	21	22	32	6	3600	4	1
7	21	22	55	0	0	1	1
7	22	20	31	6	3600	4	1
7	22	20	51	9	3600	4	1
7	22	21	24	13	3600	4	1
7	22	22	9	9	3600	4	1
7	22	22	42	6	3600	4	1
7	22	23	2	0	0	1	1
7	23	20	25	6	3600	4	1
7	23	20	42	9	3600	4	1
7	23	21	7	13	3600	4	1
7	23	22	26	9	3600	4	1
7	23	22	51	6	3600	4	1
7	23	23	9	0	0	1	1
7	24	20	18	6	3600	4	1
7	24	20	34	9	3600	4	1
7	24	20	55	13	3600	4	1
7	24	21	36	18	3600	4	1
7	24	21	57	13	3600	4	1
7	24	22	38	9	3600	4	1
7	24	22	59	6	3600	4	1
7	24	23	16	0	0	1	1
7	25	20	12	6	3600	4	1
7	25	20	27	9	3600	4	1
7	25	20	45	13	3600	4	1
7	25	21	12	18	3600	4	1
7	25	22	22	13	3600	4	1
7	25	22	48	9	3600	4	1
7	25	23	7	6	3600	4	1
7	25	23	22	0	0	1	1
7	26	20	6	6	3600	4	1
7	26	20	20	9	3600	4	1
7	26	20	37	13	3600	4	1
7	26	20	58	18	3600	4	1
7	26	22	35	13	3600	4	1
7	26	22	57	9	3600	4	1
7	26	23	14	6	3600	4	1
7	26	23	28	0	0	1	1
7	27	20	0	6	3600	4	1
7	27	20	13	9	3600	4	1
7	27	20	29	13	3600	4	1
7	27	20	47	18	3600	4	1
7	27	21	16	35	3600	4	1
7	27	22	18	18	3600	4	1
7	27	22	46	13	3600	4	1
7	27	23	5	9	3600	4	1
7	27	23	20	6	3600	4	1
7	27	23	34	0	0	1	1
7	28	19	55	6	3600	4	1
7	28	20	7	9	3600	4	1
7	28	20	21	13	3600	4	1
7	28	20	38	18	3600	4	1
7	28	21	0	35	3600	4	1
7	28	22	33	18	3600	4	1
7	28	22	56	13	3600	4	1
7	28	23	13	9	3600	4	1
7	28	23	27	6	3600	4	1
7	28	23	39	0	0	1	1
7	29	19	49	6	3600	4	1
7	29	20	1	9	3600	4	1
7	29	20	14	13	3600	4	1
7	29	20	30	18	3600	4	1
7	29	20	49	35	3600	4	1
7	29	21	18	60	3600	4	1
7	29	22	16	35	3600	4	1
7	29	22	45	18	3600	4	1
7	29	23	4	13	3600	4	1
7	29	23	19	9	3600	4	1
7	29	23	33	6	3600	4	1
7	29	23	45	0	0	1	1
7	30	19	44	6	3600	4	1
7	30	19	55	9	3600	4	1
7	30	20	8	13	3600	4	1
7	30	20	22	18	3600	4	1
7	30	20	39	35	3600	4	1
7	30	21	1	60	3600	4	1
7	30	22	32	35	3600	4	1
7	30	22	55	18	3600	4	1
7	30	23	12	13	3600	4	1
7	30	23	26	9	3600	4	1
7	30	23	39	6	3600	4	1
7	30	23	50	0	0	1	1
7	31	19	38	6	3600	4	1
7	31	19	49	9	3600	4	1
7	31	20	1	13	3600	4	1
7	31	20	14	18	3600	4	1
7	31	20	30	35	3600	4	1
7	31	20	49	60	3600	4	1
7	31	21	18	100	3600	4	1
7	31	22	15	60	3600	4	1
7	31	22	45	35	3600	4	1
7	31	23	4	18	3600	4	1
7	31	23	19	13	3600	4	1
7	31	23	32	9	3600	4	1
7	31	23	44	6	3600	4	1
7	31	23	55	0	0	1	1
8	1	19	33	6	3600	4	1
8	1	19	44	9	3600	4	1
8	1	19	55	13	3600	4	1
8	1	20	8	18	3600	4	1
8	1	20	22	35	3600	4	1
8	1	20	39	60	3600	4	1
8	1	21	1	100	3600	4	1
8	1	22	32	60	3600	4	1
8	1	22	55	35	3600	4	1
8	1	23	12	18	3600	4	1
8	1	23	26	13	3600	4	1
8	1	23	38	9	3600	4	1
8	1	23	50	6	3600	4	1
8	2	0	0	0	0	1	1
8	2	19	28	6	3600	4	1
8	2	19	38	9	3600	4	1
8	2	19	49	13	3600	4	1
8	2	20	1	18	3600	4	1
8	2	20	14	35	3600	4	1
8	2	20	29	60	3600	4	1
8	2	20	48	100	3600	4	1
8	2	21	17	200	3600	4	1
8	2	22	16	100	3600	4	1
8	2	22	45	60	3600	4	1
8	2	23	4	35	3600	4	1
8	2	23	19	18	3600	4	1
8	2	23	32	13	3600	4	1
